web-scraper-order,web-scraper-start-url,beer,beer-href,name,price,alcohol,description,size,brewer,country,pagination,pagination-href,category,retail_price,Description2,brewer2
"1605382319-405","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Heineken

          $2.42
          18
          330 ml


      Delivery








      Light







      Hoppy","https://www.liquormarts.ca/product/heineken/330-ml","Heineken","$2.42","5.00%","null","Item # 18       | UPC 072890000224 | 330 ml","null","Netherlands","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","null","Heineken, brewed in Holland according to the original recipe since 1886, has a distinctive flavor that offers a refreshing European taste, making it a favorite all over the world. The original proprietary A-yeast cell, now multiplied a trillion times over, is still used today to create Heineken's unparalleled and characteristic taste. Heineken is a full bodied premium lager with a mild bitterness making it ideal to pair with hearty stews, spicy foods, casseroles, and sushi.","Heineken"
"1605381974-306","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Farmery GWN Light Lager

          $3.38
          29265
          473 ml



      Light







      Malty","https://www.liquormarts.ca/product/farmery-gwn-light-lager/473-ml","Farmery GWN Light Lager","$3.38","4.00%","null","Item # 29265       | UPC 830021001188 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Lager > Light","null","Great White North Northern Light Lager  Incredibly smooth lager delicately infused with hops, the perfect beer to celebrate the exquisite beauty of the Canadian outdoors. Made with barley and hops grown on our family farm. 4% ABV","Farmery Estate Brewing Co"
"1605382198-364","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","GOOSE ISLAND I.P.A. MIX PACK

          $25.98
          33979
          12 x 355 ml","https://www.liquormarts.ca/product/goose-island-ipa-mix-pack/12-x-355-ml","GOOSE ISLAND I.P.A. MIX PACK","$25.98","7.00%","Taster pack includes 4 cans each of Goose Island IPA, Next Coast IPA and So-Lo IPA.","Item # 33979       | UPC 062067380549 | 12 x 355 ml","Goose Island Brewers","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Assortment / Taster Pack > Pale","null","I.P.A. TASTER PACK INCLUDES 4 CANS EACH:

GOOSE ISLAND IPA (5.9% ABV), NEXT COAST IPA (7% ABV) AND SO-LO IPA (3% ABV).","null"
"1605381713-214","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Bud Light Orange

          $24.99
          29445
          12 x 355 ml


      Delivery








      Light







      Flavoured","https://www.liquormarts.ca/product/bud-light-orange/12-x-355-ml","Bud Light Orange","$24.99","4.00%","null","Item # 29445       | UPC 062067377365 | 12 x 355 ml","Bud Light","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Lager > Flavoured","null","Bud Light Orange","null"
"1605383363-739","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Wayne Gretzky Rye Lager

          $2.95
          31248
          473 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/wayne-gretzky-rye-lager/473-ml","Wayne Gretzky Rye Lager","$2.95","5.00%","null","Item # 31248       | UPC 627167100406 | 473 ml","null","Canada","","","Beer > Lager > Other Lagers","null","Brewed with rye grain, we have turned up the flavour of a classic Canadian lager.","Andrew Peller Ltd"
"1605383212-690","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Torque Brewing Hazy Whaler New England IPA

          $4.19
          29685
          473 ml


      Delivery








      Balanced







      Hoppy","https://www.liquormarts.ca/product/torque-brewing-hazy-whaler-new-england-ipa/473-ml","Torque Brewing Hazy Whaler New England IPA","$4.19","6.30%","Intense fruity (Citrus, mango, papaya, pineapple), tastes are similar to the aroma, the beer is very hazy (cloudy)","Item # 29685       | UPC 628055741473 | 473 ml","Torque Brewing Co","Canada","","","Beer > Ale > Other Ales","null","IBU 45","null"
"1605383391-747","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Whitewater Brewing Company Legion Lager

          $2.50
          25905
          473 ml


      Clearance








      Balanced







      Malty","https://www.liquormarts.ca/product/whitewater-brewing-company-legion-lager/473-ml","Whitewater Brewing Company Legion Lager","REG. $3.10
          $2.50
          SAVE $0.60","5.00%","A refreshing crisp, easy drinking lager.  Brewed in partnership with Royal Canadian Legion with 5% of sales going towards supporting Veterans programs across Canada.","Item # 25905       | UPC 040232551956 | 473 ml","null","Canada","","","Beer > Lager > Other Lagers","REG. $3.10","IBU 20","Whitewater Brewing"
"1605381636-184","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Boston Beer Company Twisted Tea Original Hard Iced Tea

          $14.07
          22092
          6 x 355 ml



      Medium







      Citrus","https://www.liquormarts.ca/product/boston-beer-company-twisted-tea-original-hard-iced-tea/6-x-355-ml","Boston Beer Company Twisted Tea Original Hard Iced Tea","$14.07","5.00%","null","Item # 22092       | UPC 087692006473 | 6 x 355 ml","null","United States","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Malt-Based Coolers > Import","null","Real iced tea made from a blend of select teas and lemon.","The Boston Beer Company"
"1605382158-353","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Fort Garry Brewing Variety Pack

          $24.99
          4675
          12 x 341 ml","https://www.liquormarts.ca/product/fort-garry-brewing-variety-pack/12-x-341-ml","Fort Garry Brewing Variety Pack","$24.99","5.00%","null","Item # 4675       | UPC 693851899604 | 12 x 341 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Assortment / Taster Pack > Domestic","null","The Fort Garry Variety 12 pack features 3 bottles each of Dark Ale, Pale Ale, Northern Light and Rouge","Fort Garry Brewing Variety Pack"
"1605382646-506","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Molson Canadian

          $22.49
          923318
          15 x 355 ml


      Limited Time Offer








      Light







      Malty","https://www.liquormarts.ca/product/molson-canadian/15-x-355-ml","Molson Canadian","REG. $25.49
          $22.49
          SAVE $3.00","5.00%","Molson Canadian delivers the perfect balance of sweetness with a slightly hoppy bitterness and medium body for a smooth, refreshing finish. First brewed in 1959, Molson Canadian is nature at its best, using Canadian water, Prairie barley and no preservatives.","Item # 923318       | UPC 056327073272 | 15 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pale","REG. $25.49","Molson Canadian is a 5% alcohol-by-volume lager.","Molson Canadian"
"1605383034-632","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Shock Top Citrus Radler
          Out of Stock

          $3.24
          22776
          473 ml



      Balanced







      Flavoured","https://www.liquormarts.ca/product/shock-top-citrus-radler/473-ml","Shock Top Citrus Radler","$3.24","2.40%","-","Item # 22776       | UPC 062067171109 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Flavoured","null","Flavoured ale with juice.","Shock Top Brewing Co"
"1605382220-372","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Granville Island Brewery Lions Winter Ale

          $3.15
          17993
          473 ml


      Delivery








      Balanced







      Spicy","https://www.liquormarts.ca/product/granville-island-brewery-lions-winter-ale/473-ml","Granville Island Brewery Lions Winter Ale","$3.15","5.50%","null","Item # 17993       | UPC 779446200472 | 473 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Pale","null","With complex layers of vanilla, cocoa and caramel our Lions Winter Ale gives you plenty to get warm and cozy with.","Granville Island Brewing Co"
"1605383295-718","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Unibroue Blanche de Chambly

          $6.55
          718629
          750 ml



      Light







      Spicy","https://www.liquormarts.ca/product/unibroue-blanche-de-chambly/750-ml","Unibroue Blanche de Chambly","$6.55","5.00%","null","Item # 718629       | UPC 772285021116 | 750 ml","null","Canada","","","Beer > Ale > Wheat","null","Fermentation:  Top

Style:  Belgian white ale (witbier)

Color:  Pale golden

SRM:  4

Clarity:  Cloudy

Head:  White, creamy

Bubbles:  Like champagne, fine and abundant

Effervescence:  Slow

Nose:  Subtle bouquet of spice, citrus notes, aromas of yeast breads, coriander, and cloves

Flavor:  Wheat and subtle spices blanketed in citrus flavors reminiscent of orange and lemon

IBU:  10

Body:  Medium

Aftertaste:  Medium, short finish","Unibroue"
"1605381681-204","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Bud Light

          $14.69
          736339
          8 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/bud-light/8-x-355-ml","Bud Light","$14.69","4.00%","null","Item # 736339       | UPC 062067567452 | 8 x 355 ml","Bud Light","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Lager > Light","null","The world's #1 selling light beer, Bud Light is renowned for it's crisp, clean, delicate flavor. It matches well with North American style food, especially spicy flavors or BBQ. 4.0% alcohol by volume.","Bud Light"
"1605381839-262","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","CZECHVAR PREMIUM LAGER 500C

          $3.02
          30192
          500 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/czechvar-premium-lager-500c/500-ml","CZECHVAR PREMIUM LAGER 500C","$3.02","5.00%","Czechvar has a thick, rich head and golden yellow colour. The bouquet is pronouced, typically beer-like, accentuating a hoppy aroma. The lager has a medium to robust body","Item # 30192       | UPC 815833002417 | 500 ml","null","Czech Republic","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Lager > Pilsner","null","IBU 20","Czechvar Beer"
"1605383130-663","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Steamworks Pale Ale

          $2.10
          26121
          473 ml


      Clearance








      Balanced







      Hoppy","https://www.liquormarts.ca/product/steamworks-pale-ale/473-ml","Steamworks Pale Ale","REG. $2.99
          $2.10
          SAVE $0.89","5.20%","null","Item # 26121       | UPC 185902001321 | 473 ml","null","Canada","","","Beer > Ale > Pale","REG. $2.99","IBU 35","Steamworks Brewing Co."
"1605381556-151","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Barn Hammer Brewing Le Sneak Belgique Witbier

          $3.59
          25681
          473 ml


      Delivery








      Balanced







      Spicy","https://www.liquormarts.ca/product/barn-hammer-brewing-le-sneak-belgique-witbier/473-ml","Barn Hammer Brewing Le Sneak Belgique Witbier","$3.59","5.20%","Spiced with coriander, bitter orange peel, and black pepper, this flavourful version of a Belgian classic is brewed with a special yeast to create an even more unique character.","Item # 25681       | UPC 628451827719 | 473 ml","Barn Hammer Brewing Company","Canada","7","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=6","Beer > Ale > Belgian","null","12 IBU","null"
